Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV,ftm/g,fgm/g,Zscore
13.0,145.0,-0.297798059,Kyle Kuzma,WAS,SF/PF,,64.0,34.98125,21.203125,2.5,7.234375,3.734375,0.5625,0.453125,0.44833625200000005,17.84375,0.7299578059999999,3.703125,2.96875,0.658935065,0.8132245909999999,0.579140483,-0.059215698,-1.148373722,-0.37562903,-1.142611097,-0.7112571129999999,-1.294396007,2.703125,8.0,3.008908683608702
10.0,110.0,-0.164572898,Bojan Bogdanovic,DET,SF/PF,Questionable - low-grade right calf strain,59.0,32.08276836,21.57627119,2.457627119,3.779661017,2.576271186,0.576271186,0.13559322,0.487528345,14.94915254,0.884488449,5.13559322,2.2881355930000002,0.7161677959999999,0.774049957,-0.854815285,-0.5721767,-1.109175231,-1.001296285,-0.145153515,1.179911063,-0.468667879,4.542372881,7.288135593,2.967847368100158
5.0,60.0,0.004832691,Rudy Gobert,MIN,C,,70.0,30.69214286,13.41428571,0.0,11.62857143,1.242857143,0.8,1.357142857,0.6593406589999999,7.8,0.6441176470000001,4.8571428569999995,1.7428571430000002,-0.535708127,-1.4980787780000002,2.403049307,-1.162788177,-0.472350518,1.405655263,1.7804783519999998,-2.069632431,0.192869328,3.128571429,5.1428571430000005,2.7933849144183114
18.0,205.0,-0.42350065,Russell Westbrook,LAC,PG,,73.0,29.12123288,15.87671233,1.219178082,5.7945205479999995,7.547945205,1.04109589,0.452054795,0.43592331,13.57534247,0.656050955,4.301369863,3.493150685,-0.15802397099999999,-0.370922615,-0.018503086999999998,1.629935804,0.213908076,-0.377737771,-1.106478973,-1.6930792140000002,-1.930604102,2.8219178080000002,5.917808218999999,2.7782844066709282
9.0,98.0,-0.118560551,Terry Rozier,CHA,PG/SG,,63.0,35.2537037,21.095238100000003,2.6190476190000003,4.1111111110000005,5.063492063,1.174603175,0.253968254,0.414983165,18.85714286,0.809090909,3.4920634919999998,2.126984127,0.642387495,0.9232866559999999,-0.717239562,0.529492511,0.59392501,-0.7680491359999999,-2.080772222,0.08308161900000001,-0.273157327,2.825396825,7.825396825,2.7001909873736523
9.0,101.0,-0.13010027,Anfernee Simons,POR,PG/SG,,62.0,35.00994624,21.06451613,3.419354839,2.596774194,4.0806451610000005,0.677419355,0.225806452,0.44688995200000003,16.85483871,0.8938547490000001,2.8870967739999998,2.0645161290000003,0.637675396,1.663187765,-1.345798733,0.09415836699999999,-0.82126572,-0.823539385,-1.11386338,0.735913796,-0.197370535,2.580645161,7.532258065,2.697184995960897
8.0,85.0,-0.077167193,Scottie Barnes,TOR,SF/PF,,77.0,34.77748918,15.31168831,0.818181818,6.649350649,4.818181818,1.077922078,0.792207792,0.455708661,13.19480519,0.772357724,3.194805195,2.0,-0.24468670399999998,-0.741652221,0.336313133,0.420836803,0.318730633,0.29250252,-0.713040014,-0.244409956,-0.119098929,2.467532468,6.012987012999999,2.667912151042195
10.0,111.0,-0.166296113,Marcus Smart,BOS,PG/SG,,61.0,32.07404372,11.52459016,1.8852459019999999,3.1311475410000003,6.2622950820000005,1.5245901640000001,0.37704918,0.41528239200000006,9.868852459,0.745762712,1.93442623,2.344262295,-0.825547452,0.244871303,-1.123995207,1.060480485,1.5901326969999998,-0.525529456,-1.090899757,-0.289416283,-0.5367613489999999,1.442622951,4.0983606560000005,2.5200215966767474
16.0,186.0,-0.38923114799999997,Jordan Clarkson,UTA,PG/SG,,61.0,32.59562842,20.83606557,2.540983607,4.032786885,4.4262295080000005,0.540983607,0.213114754,0.444228904,16.90163934,0.816326531,4.016393443,3.0491803280000003,0.602635913,0.85111481,-0.749749772,0.247228662,-1.209618274,-0.848547211,-1.179420392,0.175250812,-1.391974876,3.278688525,7.508196721,2.493219549918472
6.0,67.0,-0.019823195,Jakob Poeltl,TOR,C,,72.0,26.47384259,12.45833333,0.0,9.069444444,2.736111111,0.916666667,1.1944444440000002,0.629449838,8.583333332999999,0.592039801,2.791666667,1.736111111,-0.682331001,-1.4980787780000002,1.340826813,-0.501378515,-0.140268945,1.08507296,1.6040356000000002,-1.587340565,0.20105368,1.6527777780000001,5.402777778,2.4436905522386896
7.0,73.0,-0.026896732000000003,Jalen Williams,OKC,SG/SF,,75.0,30.34,14.08,0.973333333,4.493333333,3.306666667,1.3733333330000002,0.46666666700000003,0.521410579,10.58666667,0.811518325,2.5466666669999998,1.64,-0.43360163700000004,-0.598211333,-0.55858974,-0.24866131800000002,1.159593215,-0.348946417,0.391964574,0.07672543400000001,0.31765663,2.066666667,5.52,2.3137707254061683
9.0,106.0,-0.158443115,Franz Wagner,ORL,SG/SF/PF,,80.0,32.60895833,18.5625,1.625,4.1125,3.5375,0.9625,0.2125,0.484794275,13.975,0.8416149070000001,4.025,2.0875,0.25391904600000004,0.004268411,-0.716663073,-0.146417895,-0.009808327,-0.849758528,-0.189614885,0.45334200799999996,-0.22525479399999998,3.3875,6.775,2.2908093350629093
8.0,91.0,-0.099484227,Christian Wood,DAL,PF/C,,67.0,25.94626866,16.62686567,1.5671641790000002,7.328358209,1.805970149,0.447761194,1.074626866,0.514954486,11.47761194,0.772241993,4.194029851,1.805970149,-0.042966316,-0.04920204,0.618150301,-0.913367522,-1.474967806,0.8489834079999999,0.32304574199999997,-0.321333815,0.116300004,3.23880597,5.910447761,2.210871239335171
6.0,70.0,-0.024489152,Kris Dunn,UTA,PG/SG,,22.0,25.7969697,13.18181818,0.772727273,4.545454545,5.6363636360000005,1.136363636,0.454545455,0.537037037,9.818181818,0.773584906,2.409090909,1.5909090909999999,-0.571363729,-0.7836759190000001,-0.536955673,0.7832355459999999,0.485079473,-0.37283015399999997,0.575791931,-0.17689805,0.377214207,1.863636364,5.272727273,2.1833843565986077
8.0,94.0,-0.108863356,Spencer Dinwiddie,BKN,PG/SG,,79.0,34.49831224,17.32911392,2.2911392409999998,3.4177215189999997,6.518987342000001,0.8481012659999999,0.303797468,0.438095238,13.29113924,0.812121212,4.17721519,1.8354430380000002,0.064743711,0.62012836,-1.005046313,1.174177649,-0.335434426,-0.669865238,-1.043465115,0.134447963,0.08054320400000001,3.392405063,5.82278481,2.098323962194253
11.0,122.0,-0.214409498,Jusuf Nurkic,POR,C,,52.0,26.75929487,13.34615385,0.826923077,9.057692308,2.865384615,0.826923077,0.846153846,0.518811881,9.711538462,0.661458333,3.692307692,2.288461538,-0.546158114,-0.733570741,1.335948828,-0.444119169,-0.395716309,0.398798273,0.323446773,-1.399251702,-0.469063319,2.442307692,5.038461538,1.9152826561580594
7.0,78.0,-0.05251991599999999,Devin Vassell,SAS,SG/SF,,38.0,31.00219298,18.5,2.710526316,3.894736842,3.578947368,1.131578947,0.447368421,0.43865546200000005,15.65789474,0.78,2.631578947,1.5,0.244332868,1.007860664,-0.807050508,-0.128059538,0.47146027,-0.38697184100000004,-1.214831016,-0.14692616,0.487506015,2.0526315790000003,6.868421053,1.7268212537114231
10.0,120.0,-0.20046040399999998,Jonas Valanciunas,NOR,C,,79.0,24.91540084,14.11392405,0.481012658,10.17721519,1.772151899,0.253164557,0.658227848,0.5465686270000001,10.32911392,0.825892857,2.835443038,2.0126582280000003,-0.428398405,-1.053372307,1.800631665,-0.9283466999999999,-2.0288702990000003,0.028507325,0.743226006,0.196935092,-0.13445601599999998,2.341772152,5.64556962,1.7119047007221404
5.0,58.0,0.005445204,Tobias Harris,PHI,SF/PF,,74.0,32.91711712,14.66216216,1.7027027030000002,5.72972973,2.513513514,0.9189189190000001,0.540540541,0.500591716,11.41891892,0.875968992,1.7432432430000002,1.202702703,-0.344310276,0.076106219,-0.045395955,-0.5999740689999999,-0.133858104,-0.20338472300000002,0.09342243900000001,0.35821126700000006,0.848190035,1.527027027,5.716216216,1.6597164228586636
9.0,105.0,-0.155511954,Wendell Carter Jr.,ORL,PF/C,,57.0,29.64181287,15.22807018,1.403508772,8.719298246000001,2.3157894740000002,0.526315789,0.578947368,0.525285481,10.75438596,0.7384615379999999,3.421052632,1.859649123,-0.257511957,-0.20050495699999998,1.195490857,-0.687552333,-1.251368946,-0.12770759,0.45628305,-0.577911849,0.051176143,2.526315789,5.649122807,1.6119435397737445
7.0,82.0,-0.062997159,Kyle Anderson,MIN,SF/PF,,69.0,28.35531401,9.376811594,0.623188406,5.333333333,4.855072464,1.1304347829999999,0.913043478,0.509090909,7.173913043,0.735294118,1.9710144930000002,1.492753623,-1.154971253,-0.921927794,-0.20992908300000002,0.437176843,0.468203504,0.530598159,0.138713847,-0.35113604299999995,0.49629739,1.4492753619999998,3.652173913,1.508928586464107
7.0,77.0,-0.051523327,Tyrese Maxey,PHI,PG/SG,,60.0,33.59472222,20.3,2.666666667,2.933333333,3.5333333330000003,0.816666667,0.133333333,0.480832421,15.21666667,0.845070423,3.55,1.333333333,0.5204147929999999,0.9673114820000001,-1.206102387,-0.148263444,-0.424910293,-1.005749185,-0.289111582,0.43299301,0.689707662,3.0,7.316666667000001,1.5063661531543135
4.0,41.0,0.106082502,Clint Capela,ATL,C,,65.0,26.61820513,11.98461538,0.0,11.03076923,0.892307692,0.692307692,1.215384615,0.652985075,8.246153846,0.603053435,2.015384615,0.8307692309999999,-0.754989314,-1.4980787780000002,2.154918227,-1.318057675,-0.778887355,1.126333646,1.810216124,-1.086135755,1.2994233999999998,1.215384615,5.384615385,1.493149571832159
6.0,63.0,-0.005549244,Andrew Wiggins,GSW,SF/PF,,37.0,32.16936937,17.10810811,2.405405405,5.027027027,2.297297297,1.2162162159999999,0.756756757,0.472589792,14.2972973,0.611111111,1.945945946,1.297297297,0.030846093999999998,0.7257698690000001,-0.337068319,-0.6957431059999999,0.7123729329999999,0.222649505,-0.43617091700000005,-1.006026195,0.7334269379999999,1.1891891890000001,6.756756757000001,1.4777574375175004
8.0,96.0,-0.116167271,Tre Jones,SAS,PG,,68.0,29.17156863,12.86764706,0.661764706,3.6029411760000003,6.5882352939999995,1.308823529,0.132352941,0.45895020200000003,10.92647059,0.860465116,2.529411765,1.617647059,-0.6195509339999999,-0.8862631809999999,-0.92816678,1.204849769,0.9759716390000001,-1.007680958,-0.54341889,0.41397846,0.34477544,2.176470588,5.0147058819999994,1.332990894159109
4.0,45.0,0.070294817,Trey Murphy,NOR,SF/PF,Injured - torn meniscus (0g) - 12/1/2023,79.0,30.98670886,14.53164557,2.556962025,3.556962025,1.417721519,1.1265822779999999,0.544303797,0.48375,10.12658228,0.905263158,2.405063291,0.772151899,-0.36432876,0.8658871990000001,-0.9472514479999999,-1.085335185,0.457237684,-0.19596957,-0.155580596,0.687455503,1.370538527,2.17721519,4.898734177,1.315530204024547
8.0,87.0,-0.08839230000000001,Josh Hart,NYK,SG/SF,,76.0,32.29035088,9.776315789,0.802631579,7.802631579,3.815789474,1.1578947370000001,0.276315789,0.528846154,6.842105263,0.75,2.3157894740000002,1.539473684,-1.09369576,-0.756028749,0.815007997,-0.023154637999999998,0.546365888,-0.7240153659999999,0.319542855,-0.319169076,0.439616151,1.736842105,3.618421053,1.2912460826765808
10.0,118.0,-0.19479774100000002,Kyle Lowry,MIA,PG,,55.0,31.23121212,11.18181818,1.945454545,4.090909091,5.109090909,1.036363636,0.381818182,0.404123711,8.818181818,0.8592592590000001,2.454545455,1.8727272730000002,-0.878121423,0.30053548,-0.7256248590000001,0.549689689,0.200438124,-0.5161325760000001,-1.112843746,0.393570044,0.035309602,2.109090909,3.5636363639999997,1.275028626656689
12.0,136.0,-0.265244165,Ben Simmons,BKN,PG/SG/PF,,42.0,26.30833333,6.928571429,0.0,6.261904762,6.095238095,1.285714286,0.571428571,0.5659574470000001,5.595238095,0.43859649100000003,1.357142857,2.30952381,-1.5304795080000002,-1.4980787780000002,0.17549511199999998,0.9864856340000001,0.9101931759999999,-0.14252269,0.547552081,-1.34122624,-0.494616275,0.595238095,3.166666667,1.223029364191431
7.0,75.0,-0.04730222,De'Anthony Melton,PHI,PG/SG,,77.0,27.91926407,10.12987013,2.038961039,4.051948052,2.558441558,1.636363636,0.5324675320000001,0.425499232,8.454545455,0.793103448,1.12987013,1.324675325,-1.0394680029999999,0.38698422899999996,-0.7417965040000001,-0.580074009,1.908286217,-0.219291845,-0.8163441859999999,-0.024227527000000002,0.700211644,0.896103896,3.597402597,1.1717740827427285
18.0,211.0,-0.43586464,Paolo Banchero,ORL,SF/PF,,72.0,33.74652778,19.95833333,1.1805555559999998,6.902777778,3.736111111,0.833333333,0.541666667,0.42691622100000004,15.58333333,0.737827715,7.416666667,2.777777778,0.46801035399999996,-0.406629965,0.44150369100000003,-0.058446719,-0.37747006899999996,-0.20116579399999998,-1.463317247,-1.262559395,-1.062706619,5.472222222,6.652777778,1.1287233935593255
9.0,100.0,-0.12378283,Mike Conley,MIN,PG,,67.0,30.27313433,11.91044776,2.014925373,2.71641791,6.71641791,1.089552239,0.208955224,0.427868852,9.104477612,0.834319527,2.52238806,1.5373134330000002,-0.766365058,0.36476274299999994,-1.296137951,1.261625925,0.35183488,-0.856743184,-0.848146572,0.232886764,0.44223698899999997,2.1044776119999997,3.8955223880000003,1.1000507344399835
17.0,202.0,-0.418381846,Jalen Green,HOU,SG,,76.0,34.24035088,22.14473684,2.460526316,3.736842105,3.697368421,0.7763157890000001,0.236842105,0.416482708,17.88157895,0.7861771059999999,6.092105263,2.631578947,0.8033584029999999,0.776730327,-0.872588226,-0.075607088,-0.539765575,-0.801794641,-1.936518283,-0.233914784,-0.8853367520000001,4.789473684,7.447368421,1.0892573317501288
9.0,99.0,-0.11983204900000001,PJ Washington,CHA,PF/C,,73.0,32.59680365,15.67123288,2.04109589,4.904109589,2.397260274,0.904109589,1.082191781,0.443762781,13.39726027,0.7298850570000001,2.3835616440000003,1.506849315,-0.189540173,0.388957945,-0.388087931,-0.651466325,-0.17601158,0.8638893790000001,-0.9461827620000001,-0.459243354,0.479196358,1.739726027,5.945205479,1.079635387150274
13.0,149.0,-0.30289457,Khris Middleton,MIL,SF/PF,Probable - load management,33.0,24.26515152,15.06060606,1.545454545,4.242424242,4.9393939389999995,0.696969697,0.151515152,0.435960591,12.303030300000001,0.901960784,3.0909090910000003,2.151515152,-0.28319741,-0.069273059,-0.66273513,0.47452550600000004,-0.7656173620000001,-0.96992358,-1.003326463,0.856414977,-0.302918609,2.787878788,5.3636363639999995,1.0680820296025595
5.0,54.0,0.03008837,Cam Johnson,BKN,SF/PF,Questionable - mild left hamstring strain,42.0,28.56587302,15.47619048,2.452380952,4.404761905,1.857142857,1.19047619,0.333333333,0.470464135,11.28571429,0.841666667,2.857142857,0.880952381,-0.21945555100000003,0.769199765,-0.5953532779999999,-0.890701502,0.639106177,-0.611667524,-0.38029895,0.32142549,1.238540706,2.404761905,5.30952381,1.0482123574194055
8.0,89.0,-0.089323565,Kevin Huerter,SAC,SG/SF,,75.0,29.37133333,15.2,2.733333333,3.346666667,2.9466666669999997,1.066666667,0.32,0.484988453,11.54666667,0.72519084,1.746666667,1.2933333329999999,-0.261817328,1.028946238,-1.0345392070000001,-0.408116765,0.286693078,-0.637939635,-0.15575124199999998,-0.35962328600000004,0.7382360579999999,1.266666667,5.6,0.7919136320380207
10.0,109.0,-0.159839791,Malcolm Brogdon,BOS,PG/SG,,67.0,26.02636816,14.92537313,1.970149254,4.179104478,3.701492537,0.671641791,0.268656716,0.48360655700000005,10.92537313,0.869565217,2.746268657,1.4626865669999998,-0.30393928,0.323366265,-0.689017405,-0.07378038599999999,-0.837711055,-0.7391068670000001,-0.169031937,0.517887503,0.53277504,2.388059701,5.28358209,0.7523288611855846
8.0,86.0,-0.08826633,Derrick White,BOS,PG/SG,,82.0,28.28292683,12.40243902,1.8170731709999999,3.573170732,3.914634146,0.658536585,0.926829268,0.461741425,9.243902439,0.875,2.341463415,1.158536585,-0.6909040059999999,0.181844158,-0.9405236640000001,0.02062681,-0.87501389,0.557761794,-0.425832931,0.475871951,0.901772805,2.0487804880000002,4.268292683,0.7426622881814842
7.0,81.0,-0.062921749,Michael Porter Jr.,DEN,SF/PF,Questionable - sprained left ankle,62.0,28.99704301,17.41935484,3.032258065,5.5,1.048387097,0.596774194,0.467741935,0.48714810299999994,13.17741935,0.8,1.935483871,1.096774194,0.078584759,1.3053085340000001,-0.140750381,-1.248925144,-1.050815195,-0.346827699,-0.136413651,-0.003160509,0.97670355,1.548387097,6.4193548389999995,0.7417887903549181
6.0,71.0,-0.024737337999999998,Robert Williams,BOS,C,,35.0,23.53095238,7.971428571000001,0.0,8.342857143,1.428571429,0.628571429,1.371428571,0.747058824,4.8571428569999995,0.609756098,1.1714285709999999,0.9714285709999999,-1.370527281,-1.4980787780000002,1.0392406159999998,-1.080529415,-0.960307116,1.4338039530000002,1.696003759,-0.611015874,1.128774098,0.7142857140000001,3.628571429,0.7240813835302926
13.0,146.0,-0.298009067,Zach Collins,SAS,PF/C,,63.0,22.86693122,11.6031746,0.8730158729999999,6.380952381,2.857142857,0.587301587,0.7777777779999999,0.518248175,8.698412698,0.76056338,2.253968254,2.047619048,-0.8134942609999999,-0.690956967,0.22490847,-0.447769706,-1.077778149,0.2640695,0.28156964,-0.245759303,-0.176870828,1.714285714,4.507936508,0.7240682209285563
10.0,114.0,-0.169366472,Ivica Zubac,LAC,C,,76.0,28.54627193,10.76315789,0.0,9.947368421,1.013157895,0.38157894700000006,1.289473684,0.634241245,6.763157895,0.6974789920000001,3.131578947,1.539473684,-0.9423350559999999,-1.4980787780000002,1.705228659,-1.264529278,-1.663349846,1.272319363,1.30623056,-0.8794000190000001,0.439616151,2.1842105259999998,4.289473684,0.7189454976551912
23.0,274.0,-0.582798332,Jaden Ivey,DET,PG/SG,,74.0,31.13963964,16.27027027,1.621621622,3.891891892,5.22972973,0.8243243240000001,0.22972973,0.416073245,13.28378378,0.747191011,4.8108108110000005,3.202702703,-0.09766050800000001,0.0011450289999999999,-0.808231368,0.603124459,-0.40311343299999997,-0.815808925,-1.449405483,-0.697005023,-1.578229739,3.594594595,5.527027027000001,0.7064524787175124
8.0,92.0,-0.10362238800000001,Kelly Oubre,CHA,SG/SF,,48.0,32.24027778,20.25,2.25,5.1875,1.125,1.4166666669999999,0.375,0.431013431,17.0625,0.759615385,4.333333333,1.333333333,0.512745851,0.582094254,-0.270460447,-1.214990853,1.2829377990000002,-0.529567178,-1.503867312,-0.48120127,0.689707662,3.291666667,7.354166667,0.7062579311153859
7.0,76.0,-0.049179885,Onyeka Okongwu,ATL,C,,80.0,23.10729167,9.8875,0.05,7.2,1.0125,0.7,1.3375,0.637826962,6.2125,0.780612245,2.45,1.0125,-1.0766424540000001,-1.451852711,0.5648723760000001,-1.26482068,-0.756991867,1.366950814,1.229801483,-0.13288175800000002,1.078945834,1.9125,3.9625,0.6970202925170759
5.0,57.0,0.011242351000000001,Walker Kessler,UTA,PF/C,,74.0,23.01756757,9.175675676000001,0.013513513999999999,8.378378377999999,0.932432432,0.35135135100000003,2.337837838,0.719806763,5.594594595,0.51572327,2.148648649,0.783783784,-1.1858212479999999,-1.485585247,1.053984494,-1.300285152,-1.7493900830000002,3.338024797,1.7435612180000002,-1.66973423,1.3564266090000001,1.108108108,4.027027027,0.5871655527650288
10.0,112.0,-0.167275687,Donte DiVincenzo,GSW,PG/SG,,72.0,26.30856481,9.416666667000001,2.083333333,4.5138888889999995,3.5,1.3472222219999999,0.13888888900000002,0.435185185,7.5,0.816901408,0.9861111109999999,1.5555555559999998,-1.148858328,0.428007362,-0.5500577,-0.16302783699999998,1.085270196,-0.994802472,-0.6246578429999999,0.042539974,0.420105465,0.805555556,3.263888889,0.5782355522148338
5.0,59.0,0.00524866,Delon Wright,WAS,PG/SG,,50.0,24.423000000000002,7.38,0.82,3.6,3.88,1.84,0.34,0.474226804,5.82,0.8666666670000001,1.2,0.88,-1.461239914,-0.739971273,-0.929387581,0.005286245,2.487919509,-0.598531469,-0.17181970000000002,0.215285974,1.239696144,1.04,2.76,0.5512511538011237
15.0,170.0,-0.361128071,Killian Hayes,DET,PG/SG,,76.0,28.33618421,10.34210526,1.052631579,2.907894737,6.184210526,1.368421053,0.36842105299999994,0.376687117,10.72368421,0.8214285709999999,1.473684211,2.276315789,-1.006915623,-0.524898412,-1.216661242,1.025894353,1.1456108329999999,-0.542530391,-1.7594336369999999,0.083109461,-0.45432797700000005,1.210526316,4.039473684,0.4555172625058414
6.0,64.0,-0.015046074,Gary Trent,TOR,PG/SG,,66.0,32.08964646,17.39393939,2.515151515,2.621212121,1.606060606,1.575757576,0.212121212,0.43315508,14.16666667,0.83902439,3.1060606060000002,0.833333333,0.074686567,0.82723249,-1.335655229,-1.001913815,1.7357763080000002,-0.850504895,-1.2086201159999999,0.327271415,1.2963126059999999,2.606060606,6.1363636360000005,0.4145564816009185
14.0,165.0,-0.349202523,Keldon Johnson,SAS,SF/PF,Probable - hamstring,63.0,32.7521164,21.98412698,2.126984127,5.0476190480000005,2.904761905,0.73015873,0.174603175,0.45193171600000004,17.66666667,0.749235474,5.19047619,2.126984127,0.778724249,0.468363453,-0.328521143,-0.42667771600000004,-0.671147651,-0.924430747,-1.043129356,-0.7228464659999999,-0.273157327,3.888888889,7.9841269839999995,0.38111777863842433
5.0,52.0,0.040345586,Mitchell Robinson,NYK,C,,59.0,26.96779661,7.372881356000001,0.0,9.406779661,0.898305085,0.949152542,1.8474576269999998,0.671428571,4.745762711999999,0.48360655700000005,2.06779661,0.6949152540000001,-1.4623317630000001,-1.4980787780000002,1.480845287,-1.315401239,-0.04780071,2.371775558,1.1580578240000001,-1.788198688,1.4642427880000002,1.0,3.1864406780000003,0.36834840064228636
10.0,116.0,-0.177491415,Jaden McDaniels,MIN,SF/PF,Doubtful - left calf soreness (0g) - 10/28/2023,79.0,30.58755274,12.06329114,1.35443038,3.886075949,1.873417722,0.936708861,0.962025316,0.516759777,9.063291139,0.7361111109999999,1.82278481,1.417721519,-0.742922117,-0.245878978,-0.8106454040000001,-0.8834928479999999,-0.08322057299999999,0.62711238,0.275166356,-0.320868632,0.587327081,1.341772152,4.683544304,0.31919535674234695
13.0,155.0,-0.319983948,Gordon Hayward,CHA,SF/PF,Probable - right foot discomfort,50.0,31.53766667,14.66,1.04,4.3,4.12,0.84,0.24,0.475043029,11.62,0.811320755,3.18,1.98,-0.344641906,-0.536576577,-0.638837034,0.11158987599999999,-0.35849397899999996,-0.795572299,-0.317251717,0.094762838,-0.09483473099999999,2.58,5.52,0.31593866582985214
11.0,126.0,-0.219677047,Cole Anthony,ORL,PG,,60.0,25.86305556,13.01666667,1.25,4.8,3.916666667,0.6166666670000001,0.5166666670000001,0.454098361,10.16666667,0.8941176470000001,2.833333333,1.516666667,-0.596694478,-0.342427094,-0.431300928,0.021527077999999998,-0.9941929909999999,-0.250426002,-0.575056576,0.724191723,0.46728585,2.5333333330000003,4.616666667,0.3095908854838253
11.0,121.0,-0.20204805399999998,Bruce Brown,DEN,SG/SF/PF,,80.0,28.49375,11.5375,1.1375,4.1,3.35,1.0875,0.6375,0.48313090399999997,9.2625,0.758169935,1.9125,1.5375,-0.823567356,-0.446435745,-0.721851476,-0.229467607,0.345993359,-0.012334999,-0.151354087,-0.221425222,0.442010644,1.45,4.475,0.28102052849804304
9.0,103.0,-0.14517659900000002,Herb Jones,NOR,SG/SF/PF,,66.0,29.55353535,9.833333332999999,0.848484848,4.075757576,2.454545455,1.5606060609999999,0.636363636,0.469061876,7.590909091,0.763975155,2.439393939,1.333333333,-1.084950475,-0.713636423,-0.731913832,-0.626092897,1.6926488309999999,-0.014574098999999998,-0.274730359,-0.243047803,0.689707662,1.863636364,3.560606061,0.22820706739023366
8.0,95.0,-0.109145591,Kentavious Caldwell-Pope,DEN,SG/SF,,76.0,31.33179825,10.81578947,1.776315789,2.736842105,2.407894737,1.473684211,0.460526316,0.462025316,8.315789473999999,0.8240000000000001,1.644736842,1.131578947,-0.934262485,0.144163089,-1.287660436,-0.6467559829999999,1.445233305,-0.361045416,-0.381068762,0.10460829199999999,0.9344780779999999,1.355263158,3.842105263,0.18161781925807616
9.0,102.0,-0.13623218,John Collins,ATL,PF/C,,71.0,29.99530516,13.11267606,0.9859154929999999,6.507042254,1.197183099,0.5915492960000001,1.0281690140000002,0.507779349,9.957746478999999,0.803370787,2.507042254,1.112676056,-0.581968668,-0.586578858,0.277244873,-1.183018664,-1.065687414,0.757442471,0.179306162,0.019759229,0.957411252,2.0140845069999997,5.056338028,0.05759141404273449
9.0,107.0,-0.158810409,Immanuel Quickley,NYK,PG/SG,,81.0,28.93806584,14.92592593,2.074074074,4.160493827,3.4444444439999997,0.987654321,0.172839506,0.44764957299999997,11.55555556,0.818548387,3.061728395,1.234567901,-0.303854494,0.41944698,-0.6967421690000001,-0.187635159,0.061791272,-0.927905894,-0.755439572,0.151514493,0.8095308609999999,2.50617284,5.172839506,0.016023738564553636
14.0,159.0,-0.337185732,T.J. McConnell,IND,PG,,75.0,20.34977778,8.666666667000001,0.34666666700000004,3.12,5.2933333330000005,1.08,0.133333333,0.54318618,6.946666667000001,0.852941176,0.906666667,1.9066666669999999,-1.263892464,-1.177578045,-1.128622242,0.631296517,0.324645258,-1.005749185,0.46304639,0.128048183,-0.005866006,0.773333333,3.773333333,-0.10872237026580556
6.0,65.0,-0.016095363,Al Horford,BOS,PF/C,,63.0,30.50952381,9.777777777999999,2.3015873019999997,6.19047619,3.0,0.47619047600000003,0.968253968,0.47599164899999996,7.603174602999999,0.7142857140000001,0.333333333,0.587301587,-1.093471522,0.629787815,0.14584709699999998,-0.384493735,-1.3940463140000001,0.639385367,-0.201937532,-0.080730199,1.5948007519999998,0.23809523800000001,3.619047619,-0.14724771449885565
13.0,150.0,-0.30557992,Norman Powell,LAC,SG/SF,,60.0,26.11805556,16.98333333,1.9,2.916666667,1.8166666669999998,0.833333333,0.3,0.478873239,11.83333333,0.812274368,4.616666667,1.6833333330000002,0.011708283,0.25851178199999997,-1.213020258,-0.908629694,-0.37747006899999996,-0.6773478009999999,-0.259860737,0.15080501,0.265084202,3.75,5.666666667,-0.16808886207069174
15.0,178.0,-0.37037793700000005,Malik Monk,SAC,SG,,77.0,22.32900433,13.51948052,1.857142857,2.636363636,3.87012987,0.636363636,0.25974026,0.44849246200000004,10.33766234,0.8888888890000001,2.688311688,1.8961038959999998,-0.519573469,0.218889439,-1.329366256,0.000914451,-0.9381272709999999,-0.7566759279999999,-0.665046308,0.648635059,0.006948851999999999,2.38961039,4.6363636360000005,-0.21421689378868658
11.0,123.0,-0.214802572,Aaron Gordon,DEN,SF/PF,,68.0,30.22181373,16.30882353,0.882352941,6.558823529,2.985294118,0.794117647,0.75,0.563731932,11.19117647,0.608280255,4.617647058999999,1.441176471,-0.091747253,-0.6823246479999999,0.298737841,-0.391007438,-0.48909412700000005,0.20933593600000003,1.07322532,-2.419220085,0.558871302,2.8088235289999997,6.308823529,-0.2625695191498892
13.0,147.0,-0.300816717,Austin Reaves,LAL,SG/SF,,64.0,28.79947917,13.015625,1.34375,3.015625,3.359375,0.515625,0.296875,0.528571429,7.65625,0.864150943,4.140625,1.546875,-0.596854248,-0.255753218,-1.1719454040000001,-0.225315121,-1.2817993540000001,-0.683505327,0.35614904700000005,0.721036366,0.430636801,3.578125,4.046875,-0.322442687385471
11.0,132.0,-0.260068077,Royce O'Neale,BKN,SG/SF,,76.0,31.69692982,8.828947368,2.144736842,5.052631579,3.723684211,0.855263158,0.644736842,0.38617200700000004,7.802631579,0.7246376809999999,0.907894737,1.5,-1.2390020370000001,0.484776217,-0.326440581,-0.063950988,-0.31504872,0.001924535,-1.1807844140000001,-0.189592722,0.487506015,0.657894737,3.013157895,-0.44298345370140213
