Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zscore
248,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.5329999999999999,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,-3.6833802428639104
368,Jordan Nwora,SF,24,TOT,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.5329999999999999,1.1,1.4,0.7909999999999999,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,-3.6854007293076783
301,Trey Lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.45799999999999996,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,-3.6912222206375818
100,Pat Connaughton,SF,30,MIL,61,33,23.7,2.7,6.9,0.392,1.8,5.3,0.33899999999999997,0.9,1.6,0.5660000000000001,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,-3.697158967540334
469,Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,0.47700000000000004,0.3,1.6,0.182,2.7,4.7,0.5760000000000001,0.5,0.7,1.7,0.41700000000000004,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0,-3.706709490297415
279,Anthony Lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.47100000000000003,1.2,3.2,0.36700000000000005,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,-3.7634247990548144
439,Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,-3.786198430087698
71,Reggie Bullock,SF,31,DAL,78,55,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,-3.8753954161811244
305,Tre Mann,PG,21,OKC,67,5,17.7,2.9,7.5,0.39299999999999996,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,-3.954417690921232
258,Cory Joseph,PG,31,DET,62,2,19.8,2.4,5.7,0.42700000000000005,1.1,2.9,0.389,1.3,2.8,0.46799999999999997,0.527,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,-4.008570171376138
496,Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,0.44799999999999995,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,-4.014601149932982
418,Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.33299999999999996,1.7,3.2,0.5329999999999999,0.518,0.8,1.0,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,-4.02372800408524
373,Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.5820000000000001,1.0,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,-4.027918894138097
210,Haywood Highsmith,PF,26,MIA,54,11,17.9,1.7,4.0,0.431,0.7,2.0,0.33899999999999997,1.0,2.0,0.523,0.516,0.2,0.5,0.46399999999999997,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4,-4.04095328029432
171,Devonte' Graham,PG,27,TOT,73,8,18.3,2.2,5.9,0.374,1.6,4.6,0.35200000000000004,0.6,1.3,0.452,0.512,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4,-4.060533326842365
155,Wenyen Gabriel,C,25,LAL,68,2,15.1,2.3,3.8,0.596,0.1,0.5,0.278,2.1,3.3,0.647,0.615,0.8,1.2,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,2.1,5.5,-4.1681123426371585
281,Romeo Langford,SG,23,SAS,43,21,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,-4.200905884612013
423,Terrence Ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,-4.208065482892408
303,Sandro Mamukelashvili,C,23,TOT,43,7,15.3,2.3,5.3,0.42200000000000004,0.7,2.3,0.303,1.6,3.0,0.511,0.48700000000000004,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,-4.213851862055084
30,Will Barton,SG,32,TOT,56,2,17.7,2.5,6.5,0.379,1.2,3.2,0.36700000000000005,1.3,3.3,0.391,0.47,0.7,0.8,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,1.0,6.8,-4.218497864899937
6,Nickeil Alexander-Walker,SG,24,TOT,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,-4.238077226322154
512,Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.39299999999999996,2.0,3.4,0.573,0.579,0.8,1.0,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,-4.25137728965263
328,Jordan McLaughlin,PG,26,MIN,43,0,15.8,1.4,3.4,0.42100000000000004,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,-4.2591521819393625
294,Isaiah Livers,PF,24,DET,52,22,23.1,2.3,5.5,0.41700000000000004,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2.0,6.7,-4.29899272745834
134,Chris Duarte,SF,25,IND,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,-4.301973057378886
264,Luke Kennard,SG,26,TOT,59,14,22.3,3.2,6.5,0.49200000000000005,2.3,4.6,0.494,0.9,1.9,0.48700000000000004,0.6659999999999999,0.6,0.7,0.9490000000000001,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,-4.310459583562297
490,Dean Wade,PF,26,CLE,44,13,20.3,1.7,4.0,0.41200000000000003,1.0,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,-4.315378877606421
361,Daishen Nix,PG,20,HOU,57,7,16.0,1.4,4.2,0.342,0.7,2.5,0.28600000000000003,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,-4.315819497082191
377,Eugene Omoruyi,SF,25,TOT,40,6,16.1,2.5,5.7,0.44299999999999995,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7.0,-4.352304586614814
285,Damion Lee,SG,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,-4.352487162225673
87,Julian Champagnie,SF,21,TOT,17,3,18.8,3.5,7.6,0.45399999999999996,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.8240000000000001,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,-4.37873851529941
241,Isaiah Joe,SG,23,OKC,73,10,19.1,3.1,7.0,0.441,2.2,5.4,0.409,0.9,1.6,0.5529999999999999,0.599,1.1,1.4,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,-4.382430026555617
107,Seth Curry,SG,32,BRK,61,7,19.9,3.4,7.4,0.46299999999999997,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,-4.486484499204718
240,Ty Jerome,SG,25,GSW,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,-4.4953462584904464
470,Cam Thomas,SG,21,BRK,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.38299999999999995,2.6,5.7,0.46399999999999997,0.49700000000000005,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,-4.503207284698231
268,Corey Kispert,SF,23,WAS,74,45,28.3,3.9,7.9,0.49700000000000005,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,-4.529251115443201
337,Davion Mitchell,PG,24,SAC,80,9,18.1,2.3,5.0,0.45399999999999996,0.8,2.5,0.32,1.5,2.5,0.584,0.5329999999999999,0.3,0.4,0.8059999999999999,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,-4.584582052964003
182,AJ Griffin,SF,19,ATL,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,-4.613280650295054
498,T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.32799999999999996,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,-4.630591480809645
188,R.J. Hampton,SG,21,TOT,47,3,16.0,2.2,5.0,0.43,0.9,2.5,0.353,1.3,2.6,0.504,0.517,1.2,1.6,0.75,0.4,1.5,1.9,1.1,0.6,0.2,0.9,1.1,6.4,-4.670214302248973
378,Cedi Osman,SF,27,CLE,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.37200000000000005,1.6,2.8,0.564,0.56,1.0,1.4,0.6940000000000001,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,-4.6965366582322625
293,Nassir Little,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.36700000000000005,1.4,2.7,0.524,0.5379999999999999,0.6,0.9,0.7170000000000001,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,-4.737416631036111
211,George Hill,PG-SG,36,TOT,46,1,18.1,1.7,3.6,0.47,0.7,2.1,0.358,1.0,1.5,0.62,0.5720000000000001,0.9,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5.0,-4.767320594590892
448,Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.7759999999999999,0.0,0.0,0.0,1.6,2.0,0.7829999999999999,0.7759999999999999,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,-4.780517277334397
180,Jeff Green,PF,36,DEN,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.28800000000000003,2.3,4.0,0.58,0.534,1.6,2.1,0.7440000000000001,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,-4.792544302970602
420,David Roddy,PF,21,MEM,70,4,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.5529999999999999,0.506,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,-4.80091445002821
195,Joe Harris,SF,31,BRK,74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,-4.840114306480331
310,Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,0.389,0.4,2.0,0.214,1.6,3.1,0.5,0.431,0.6,1.0,0.5710000000000001,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,-4.946637537607697
360,Georges Niang,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.5760000000000001,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,-5.006077723572468
59,Oshae Brissett,PF,24,IND,65,2,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.7170000000000001,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,-5.01099004765491
152,Evan Fournier,SG,30,NYK,27,7,17.0,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.40399999999999997,0.44299999999999995,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,-5.019153697337005
480,P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,3.0,0.42700000000000005,0.7,1.9,0.39299999999999996,0.5,1.1,0.48200000000000004,0.5489999999999999,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,-5.019925814732598
493,Ish Wainright,SF,28,PHO,60,2,15.3,1.4,3.8,0.37,1.0,2.9,0.32899999999999996,0.5,0.9,0.5,0.496,0.4,0.5,0.8390000000000001,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2,-5.058276236336324
324,Doug McDermott,SF,31,SAS,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,-5.125206386122048
4,Ochai Agbaji,SG,22,UTA,59,22,20.5,2.8,6.5,0.42700000000000005,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,-5.1645572096392085
271,Kevin Knox,SF-PF,23,TOT,63,5,15.1,2.4,5.3,0.45799999999999996,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,-5.200731245781331
526,Ziaire Williams,SF,21,MEM,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.49200000000000005,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,-5.204711988970408
132,Goran Dragi?,PG,36,TOT,58,0,15.0,2.4,5.8,0.42100000000000004,0.9,2.5,0.359,1.5,3.3,0.46799999999999997,0.499,0.5,0.8,0.6890000000000001,0.3,1.1,1.4,2.6,0.2,0.1,1.1,1.1,6.3,-5.237034623286525
111,Johnny Davis,SG,20,WAS,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,-5.2986495293721925
476,Obi Toppin,PF,24,NYK,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.5479999999999999,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,-5.343251494206708
202,Sam Hauser,SF,25,BOS,80,8,16.1,2.3,5.0,0.455,1.8,4.2,0.418,0.5,0.8,0.6559999999999999,0.631,0.2,0.2,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,-5.3670944000481615
534,Gabe York,SG,29,IND,3,0,18.7,2.7,7.0,0.381,2.0,6.0,0.33299999999999996,0.7,1.0,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,-5.379994896470617
458,Lamar Stevens,SF,25,CLE,62,25,18.1,2.1,4.6,0.44799999999999995,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.7020000000000001,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,-5.426592272723899
52,James Bouknight,SG,22,CHO,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.44299999999999995,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,-5.430574029511132
98,Chance Comanche,C,26,POR,1,0,21.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,1.0,4.0,0.25,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,-5.439697834974637
354,Mike Muscala,C,31,TOT,63,9,15.0,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.5870000000000001,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,-5.500890685921122
57,Christian Braun,SG,21,DEN,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.5539999999999999,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,-5.610245230668278
502,Yuta Watanabe,SF,28,BRK,58,1,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,-5.625101744145765
495,Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,0.42100000000000004,0.8,3.1,0.25,1.9,3.2,0.586,0.48200000000000004,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,-5.6566757982651446
326,Bryce McGowens,SG,20,CHO,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.44299999999999995,0.46,1.3,1.7,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,-5.788429443085934
215,Justin Holiday,SF,33,TOT,46,2,15.3,1.7,4.4,0.377,1.0,3.1,0.322,0.7,1.3,0.508,0.49,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,-5.9077261500318246
414,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.5579999999999999,0.5379999999999999,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,-5.991114434779683
327,Rodney McGruder,SG,31,DET,32,12,16.4,1.9,4.8,0.408,1.3,3.0,0.423,0.7,1.7,0.382,0.5429999999999999,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,-6.16811202018478
315,Wesley Matthews,SF,36,MIL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,-6.217080507107404
237,Quenton Jackson,PG,24,WAS,9,0,15.0,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.46399999999999997,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,-6.218879085874718
415,Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.32799999999999996,0.6,1.1,0.556,0.504,0.7,0.8,0.9059999999999999,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4,-6.322482124384964
220,Caleb Houstan,SF,20,ORL,51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.33799999999999997,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,-7.226935944668014
